,Price,Area,Location,No. of Bedrooms
4639,4300000,685,other,1
4640,24500000,1300,other,3
4641,25000000,1350,other,2
4642,10500000,780,other,1
4643,17200000,1100,other,2
4644,21000000,1050,other,2
4645,23500000,1100,other,3
4646,4800000,695,other,1
4647,14500000,950,other,2
4648,12000000,950,other,2
4649,6500000,675,other,1
4650,5300000,560,other,1
4651,11100000,550,other,1
4652,3300000,530,other,1
4653,5500000,1115,other,2
4654,2800000,525,other,1
4655,3000000,500,other,1
4656,5100000,383,other,1
4657,7300000,640,other,2
4658,15800000,1325,other,3
4659,7500000,1050,other,2
4660,53000000,1900,other,4
4661,4665000,662,other,2
4662,20500000,1155,other,3
4663,14500000,829,other,2
4664,32500000,1100,other,2
4665,19700000,880,other,2
4666,2105000,495,other,1
4667,11500000,800,other,1
4668,26500000,1100,other,3
4669,18500000,1242,other,3
4670,2350000,625,other,1
4671,10500000,680,other,1
4672,25000000,2500,other,7
4673,50000000,1800,other,3
4674,4350000,800,other,2
4675,4700000,840,other,2
4676,4300000,900,other,2
4677,3700000,890,other,2
4678,3300000,620,other,1
4679,3700000,790,other,2
4680,3500000,670,other,2
4681,7200000,699,other,2
4682,9400000,1245,other,2
4683,9000000,1220,other,2
4684,4000000,620,other,1
4685,9400000,1192,other,2
4686,8900000,1475,other,3
4687,35500000,3400,other,4
4688,11000000,1500,other,3
4689,24500000,2200,other,4
4690,25000000,3000,other,5
4691,11900000,1585,other,3
4692,14500000,1109,other,3
4693,11500000,1065,other,2
4694,18500000,1130,other,3
4695,28500000,1735,other,3
4696,11500000,1065,other,2
4697,28500000,1495,other,3
4698,10000000,650,other,1
4699,11200000,1400,other,3
4700,8500000,850,other,2
4701,4500000,550,other,1
4702,6500000,500,other,1
4703,5100000,427,other,1
4704,18000000,1050,other,2
4705,12100000,1525,other,3
4706,8400000,1139,other,2
4707,8250000,1139,other,2
4708,3600000,690,other,1
4709,11500000,1450,other,3
4710,2800000,482,other,1
4711,11500000,1450,other,3
4712,4500000,555,other,1
4713,3850000,650,other,1
4714,9000000,1171,other,2
4715,19000000,1503,other,3
4716,12000000,1302,other,3
4717,5300000,545,other,1
4718,7575000,550,other,1
4719,7800000,545,other,1
4720,6000000,1040,other,2
4721,20000000,1500,other,3
4722,13500000,1200,other,2
4723,19500000,1400,other,3
4724,17000000,670,other,1
4725,39400000,2080,other,3
4726,7800000,1125,other,2
4727,7800000,600,other,1
4728,16000000,650,other,1
4729,27500000,1250,other,3
4730,21500000,1010,other,2
4731,20500000,1000,other,2
4732,21000000,1130,other,2
4733,12800000,700,other,1
4734,12000000,700,other,1
4735,14000000,700,other,1
4736,21000000,1135,other,2
4737,20000000,1400,other,3
4738,11500000,960,other,2
4739,4000000,625,other,1
4740,11000000,585,other,1
4741,4050000,675,other,1
4742,8500000,990,other,2
4743,4300000,885,other,2
4744,23000000,1680,other,2
4745,32500000,2415,other,4
4746,3600000,600,other,1
4747,6497000,600,other,1
4748,7998000,990,other,2
4749,12200000,1327,other,3
4750,6498000,570,other,1
4751,7495999,890,other,2
4752,12400000,1300,other,3
4753,19000000,764,other,2
4754,22200000,995,other,3
4755,8500000,405,other,1
4756,10500000,400,other,1
4757,7300000,1149,other,3
4758,4250000,560,other,1
4759,13000000,550,other,1
4760,65000000,2250,other,4
4761,12800000,750,other,2
4762,27000000,2300,other,4
4763,17500000,2400,other,3
4764,13200000,1120,other,2
4765,9500000,826,other,2
4766,4200000,650,other,1
4767,18900000,1225,other,2
4768,7600000,560,other,1
4769,11000000,1102,other,2
4770,15000000,1400,other,3
4771,13500000,1250,other,2
4772,12800000,1100,other,2
4773,19000000,1600,other,3
4774,15000000,1400,other,3
4775,14000000,1014,other,2
4776,10500000,980,other,2
4777,10500000,760,other,1
4778,8200000,1000,other,2
4779,19000000,1411,other,1
4780,15500000,1000,other,2
4781,3853000,860,other,2
4782,2500000,690,other,1
4783,50100000,2800,other,4
4784,32500000,2000,other,3
4785,14000000,650,other,1
4786,4500000,450,other,1
4787,6700000,1125,other,2
4788,4500000,600,other,1
4789,10900000,500,other,1
4790,15500000,610,other,1
4791,15500000,610,other,1
4792,35000000,1405,other,3
4793,20000000,1095,other,2
4794,3951000,650,other,1
4795,4550000,860,other,2
4796,7100000,950,other,2
4797,7800000,950,other,2
4798,17000000,775,other,2
4799,11000000,750,other,1
4800,27400000,1552,other,4
4801,6500000,450,other,1
4802,2000000,610,other,1
4803,3500000,650,other,1
4804,8700000,585,other,1
4805,10000000,600,other,1
4806,23900000,1042,other,2
4807,2800000,550,other,1
4808,5300000,300,other,1
4809,2200000,650,other,1
4810,26000000,955,other,2
4811,14500000,750,other,1
4812,2300000,450,other,1
4813,14800000,800,other,1
4814,4000000,550,other,1
4815,8000000,2000,other,3
4816,6350000,730,other,1
4817,11900000,500,other,1
4818,2000000,390,other,1
4819,24000000,955,other,2
4820,15200000,513,other,1
4821,4600000,680,other,1
4822,16500000,1100,other,2
4823,2000000,640,other,1
4824,2100000,671,other,1
4825,2075000,661,other,1
4826,2000000,630,other,1
4827,4300000,864,other,2
4828,3300000,693,other,1
4829,16900000,723,other,2
4830,11800000,2857,other,4
4831,8000000,1928,other,3
4832,2515000,602,other,1
4833,6666000,1602,other,2
4834,2250000,432,other,1
4835,9000000,1250,other,2
4836,8000000,1300,other,3
4837,4554000,550,other,1
4838,13600000,1050,other,1
4839,2600000,690,other,1
4840,2400000,425,other,1
4841,9800000,873,other,2
4842,2850000,575,other,1
4843,26000000,1050,other,2
4844,26000000,1125,other,2
4845,26000000,1125,other,2
4846,2900000,570,other,1
4847,7800000,985,other,2
4848,13799999,870,other,2
4849,19800000,926,other,2
4850,6500000,1100,other,2
4851,2600000,385,other,1
4852,12000000,750,other,2
4853,12000000,750,other,2
4854,4699000,710,other,1
4855,13899999,1200,other,2
4856,4500000,325,other,1
4857,4260000,695,other,1
4858,2465000,700,other,1
4859,2485000,700,other,1
4860,5800000,1060,taloja panchanand,2
4861,5800000,1025,taloja panchanand,2
4862,3500000,670,taloja panchanand,1
4863,3500000,670,taloja panchanand,1
4864,5600000,1050,taloja panchanand,2
4865,47500000,1509,vile parle west,3
4866,33500000,1073,vile parle west,2
4867,58000000,1735,vile parle west,3
4868,27500000,840,vile parle west,2
